legajo;cargo;fechaDesde;fechaHasta;empresa;computaParaAntig;computaParaVacac;fechaPresentacion;fechaAceptacion;
35896;1;19951027;19960324;SUBSEC.ED.GOB.CIUDAD BS.AS.RESOL.144/99;S;S; ;20121231;
35896;1;19900312;19910411;COLEGIO NUEVO SIGLO-DEC.3118/98.-;S;S; ;20121231;
35896;1;19950410;19951004;SUBSEC.ED.GOB.CIUDAD BS.AS.RES.144/99;S;S; ;20121231;
35899;1;19980622;19980707;MUNICIPALIDAD DE AVELLANEDA DEC.2183/98;S;S; ;20121231;
35899;1;19991020;19991210;MUNICIPALIDAD DE AVELLANEDA DEC.6710/99;S;S; ;20121231;
35899;1;19990826;19990907;MUNICIPALIDAD DE AVELLANEDA DEC.6396/99;S;S; ;20121231;
35899;1;19991216;20000116;MUNICIPALIDAD DE AVELLANEDA;S;S; ;20121231;
35899;1;19980819;19981214;MUNICIPALIDAD DE AVELLANEDA-DEC.2837/98;S;S; ;20121231;
35899;1;19981216;19990116;MUNICIPALIDAD DE AVELLANEDA;S;S; ;20121231;
35899;2;19991020;19991210;MUNICIPALIDAD AVELLANEDA;S;S;20110329;20121231;
35899;2;19990826;19990907;MUNICIPALIDAD AVELLANEDA;S;S;20110329;20121231;
35899;2;19981216;19990116;MUNICIPALIDAD AVELLANEDA;S;S;20110329;20121231;
35899;2;19980819;19981214;MUNICIPALIDAD AVELLANEDA;S;S;20110329;20121231;
35899;2;19980622;19980707;MUNICIPALIDAD AVELLANEDA;S;S;20110329;20121231;
35899;2;19991216;20000116;MUNICIPALIDAD DE AVELLANEDA;S;S;20110329;20121231;
35899;2;20060301;20110227;MUNICIPALIDAD AVELLANEDA;S;S;20110329;20121231;
35899;2;20001216;20010216;MUNICIPALIDAD AVELLANEDA;S;S;20110329;20121231;
35899;2;20010710;20010720;MUNICIPALIDAD AVELLANEDA;S;S;20110329;20121231;
35899;2;20010806;20010817;MUNICIPALIDAD AVELLANEDA;S;S;20110329;20121231;
35899;2;20011106;20011130;MUNICIPALIDAD AVELLANEDA;S;S;20110329;20121231;
35899;2;20011204;20011214;MUNICIPALIDAD AVELLANEDA;S;S;20110329;20121231;
35899;2;20020528;20021213;MUNICIPALIDAD AVELLANEDA;S;S;20110329;20121231;
35899;2;20030301;20040229;MUNICIPALIDAD AVELLANEDA;S;S;20110329;20121231;
35899;2;20040301;20041210;MUNICIPALIDAD AVELLANEDA;S;S;20110329;20121231;
35899;2;20041216;20050301;MUNICIPALIDAD AVELLANEDA;S;S;20110329;20121231;
35899;2;20050302;20051216;MUNICIPALIDAD AVELLANEDA;S;S;20110329;20121231;
35899;2;20051217;20060228;MUNICIPALIDAD AVELLANEDA;S;S; ;20121231;
35899;2;20000424;20001207;MUNICIPALIDAD AVELLANEDA;S;S;20110329;20121231;
35899;1;20040301;20041210;MUNICIPALIDAD DE AVELLANEDA DEC. 641/04;S;S; ;20121231;
35899;1;20041216;20050301;MUNICIPALIDAD DE AVELLANEDA;S;S; ;20121231;
35899;1;20051217;20060228;MUNICIPALIDAD DE AVELLANEDA;S;S; ;20121231;
35899;1;20050302;20051216;MUNICIPALIDAD DE AVELLANEDA DEC. 686/05;S;S; ;20121231;
35899;1;20011204;20011214;MUNICIPALIDAD DE AVELLANEDA DEC. 307/02;S;S; ;20121231;
35899;1;20011106;20011130;MUNICIPALIDAD DE AVELLANEDA DEC. 5955/01;S;S; ;20121231;
35899;1;20010806;20010817;MUNICIPALIDAD DE AVELLANEDA DEC. 4547/01;S;S; ;20121231;
35899;1;20021216;20030216;MUNICIPALIDAD DE AVELLANEDA;S;S; ;20121231;
35899;1;20010710;20010720;MUNICIPALIDAD DE AVELLANEDA  DEC.3697/01;S;S; ;20121231;
35899;1;20001216;20010216;MUNICIPALIDAD DE AVELLANEDA;S;S; ;20121231;
35899;1;20020528;20021213;MUNICIPALIDAD DE AVELLANEDA DEC. 2047/02;S;S; ;20121231;
35899;1;20000424;20001207;MUNICIPALIDAD DE AVELLANEDA DEC. 1557/00;S;S; ;20121231;
35899;1;20030301;20040229;MUNICIPALIDAD DE AVELLANEDA DEC. 1427/03;S;S; ;20121231;
35900;2;20030804;20030815;MUNICIPALIDAD DE AVELLANEDA DEC.4284/03;S;S; ;20121231;
35900;1;20030804;20030815;MUNICIPALIDAD DE AVELLANEDA DEC.4284/03;S;S; ;20121231;
35900;1;20000807;20001207;MUNICIPALIDAD DE AVELLANEDA DEC.3196/00;S;S; ;20121231;
35900;1;20030609;20030613;MUNICIPALIDAD DE AVELLANEDA DEC.3159/03;S;S; ;20121231;
35900;2;19980622;19980626;MUNICIPALIDAD DE AVELLANEDA DEC.2183/98;S;S; ;20121231;
35900;1;20001208;20010108;MUNICIPALIDAD DE AVELLANEDA;S;S; ;20121231;
35900;2;20001208;20010108;MUNICIPALIDAD DE AVELLANEDA;S;S; ;20121231;
35900;2;20000807;20001207;MUNICIPALIDAD DE AVELLANEDA DEC.3196/00;S;S; ;20121231;
35900;2;19980706;19980715;MUNICIPALIDAD DE AVELLANEDA DEC.2220/98;S;S; ;20121231;
35900;2;19980824;19980925;MUNICIPALIDAD DE AVELLANEDA DEC.2837/98;S;S; ;20121231;
35900;2;19980928;19981007;MUNICIPALIDAD DE AVELLANEDA DEC.3287/98;S;S; ;20121231;
35900;2;20030609;20030613;MUNICIPALIDAD DE AVELLANEDA DEC.3159/03;S;S; ;20121231;
35900;1;20051111;20051125;MUNICIPALIDAD DE AVELLANEDA DEC. 4353/05;S;S; ;20121231;
35900;1;20051102;20051107;MUNICIPALIDAD DE AVELLANEDA DEC. 4255/05;S;S; ;20121231;
35900;1;20051017;20051024;MUNICIPALIDAD DE AVELLANEDA DEC. 3942/05;S;S; ;20121231;
35900;1;20041115;20041122;MUNICIPALIDAD DE AVELLANEDA DEC.3353/04;S;S; ;20121231;
35900;1;20040305;20040319;MUNICIPALDIAD DE AVELLANEDA DEC. 641/04;S;S; ;20121231;
35900;2;20030929;20031006;MUNICIPALIDAD DE AVELLANEDA DEC. 5193/03;S;S; ;20121231;
35900;1;20030929;20031006;MUNICIPALIDAD DE AVELLANEDA DEC. 5193/03;S;S; ;20121231;
35900;1;19980706;19980715;MUNICIPALIDAD DE AVELLANEDA DEC.2220/98;S;S; ;20121231;
35900;1;19980928;19981007;MUNICIPALIDAD DE AVELLANEDA-DEC.3287/98;S;S; ;20121231;
35900;1;19980824;19980925;MUNICIPALIDAD DE AVELLANEDA DEC.2837/98;S;S; ;20121231;
35900;1;19980622;19980626;MUNICIPALIDAD DE AVELLANEDA DEC.2183/98;S;S; ;20121231;
35901;2;20040308;20040312;MUNICIPALIDAD DE AVELLANEDA DEC. 641/04;S;S; ;20121231;
35901;2;20040324;20040618;MUNICIPALIDAD DE AVELLANEDA DEC. 696/04;S;S; ;20121231;
35901;1;20040324;20040618;MUNICIPALIDAD DE AVELLANEDA DEC. 696/04;S;S; ;20121231;
35901;1;20040308;20040312;MUNICIPALIDAD DE AVELLANEDA DEC. 641/04;S;S; ;20121231;
35901;1;19980624;19980710;MUNICIPALIDAD DE AVELLANEDA-DEC.2183/98.;S;S; ;20121231;
35901;1;19980805;19980904;MUNICIPALIDAD DE AVELLANEDA DEC.2663/98;S;S; ;20121231;
35901;1;19980914;19981214;MUNICIPALIDAD DE AVELLANEDA DEC.3081/98;S;S; ;20121231;
35901;1;20000710;20000714;MUNICIPALIDAD DE AVELLANEDA DEC.2638/00;S;S; ;20121231;
35901;1;20000913;20001020;MUNICIPALIDAD DE AVELLANEDA DEC.4408/00;S;S; ;20121231;
35901;1;19981216;19990116;MUNICIPALIDAD DE AVELLANEDA;S;S; ;20121231;
35901;1;20040628;20041210;MUNICIPALIDAD DE AVELLANEDA DEC. 1512/04;S;S; ;20121231;
35901;1;20041216;20050301;MUNICIPALIDAD DE AVELLANEDA;S;S; ;20121231;
35901;1;20051216;20060228;MUNICIPALIDAD DE AVELLANEDA;S;S; ;20121231;
35901;1;20050429;20051216;MUNICIPALIDAD DE AVELLANEDA DEC. 1467/05;S;S; ;20121231;
35901;2;20020531;20020621;MUNICIPALIDAD DE AVELLANEDA DEC. 2274/02;S;S; ;20121231;
35901;2;20011216;20020116;MUNICIPALIDAD DE AVELLANEDA;S;S; ;20121231;
35901;2;20011101;20011214;MUNICIPALIDAD DE AVELLANEDA DEC. 5955/01;S;S; ;20121231;
35901;2;20010806;20010814;MUNICIPALIDAD DE AVELLANEDA DEC. 4547/01;S;S; ;20121231;
35901;2;20021118;20021128;MUNICIPALIDAD DE AVELLANEDA DEC. 3721/02;S;S; ;20121231;
35901;1;20030310;20031212;MUNICIPALIDAD DE AVELLANEDA DEC. 1581/03;S;S; ;20121231;
35901;2;20010711;20010730;MUNICIPALIDAD DE AVELLANEDA DEC. 3697/01;S;S; ;20121231;
35901;2;20010629;20010706;MUNICIPALIDAD DE AVELLANEDA DEC. 3697/01;S;S; ;20121231;
35901;2;20010601;20010626;MUNICIPALIDAD DE AVELLANEDA DEC. 3697/01;S;S; ;20121231;
35901;2;20030310;20031212;MUNICIPALIDAD DE AVELLANEDA DEC. 1581/03;S;S; ;20121231;
35901;2;20001120;20001207;MUNICIPALIDAD DE AVELLANEDA DEC. 4592/00;S;S; ;20121231;
35901;2;20001023;20001103;MUNICIPALIDAD DE AVELLANEDA DEC. 4504/00;S;S; ;20121231;
35901;2;20000913;20001020;MUNICIPALIDAD DE AVELLANEDA DEC. 4408/00;S;S; ;20121231;
35901;2;20000710;20000714;MUNICIPALIDAD DE AVELLANEDA DEC. 2638/00;S;S; ;20121231;
35901;2;19981216;19990116;MUNICIPALIDAD DE AVELLANEDA;S;S; ;20121231;
35901;2;19980914;19981214;MUNICIPALIDAD DE AVELLANEDA DEC. 3081/98;S;S; ;20121231;
35901;2;19980805;19980904;MUNICIPALIDAD DE AVELLANEDA DEC. 2663/98;S;S; ;20121231;
35901;2;19980624;19980710;MUNICIPALIDAD DE AVELLANEDA DEC. 2183/98;S;S; ;20121231;
35901;1;20031216;20040301;MUNICIPALIDAD DE AVELLANEDA;S;S; ;20121231;
35901;2;20021111;20021115;MUNICIPALIDAD DE AVELLANEDA DEC. 3744/02;S;S; ;20121231;
35901;2;20031216;20040301;MUNICIPALIDAD DE AVELLANEDA;S;S; ;20121231;
35901;2;20020701;20021108;MUNICIPALIDAD DE AVELLANEDA DEC. 2145/02;S;S; ;20121231;
35901;1;20021111;20021115;MUNICIPALIDAD DE AVELLANEDA DEC.3744/02;S;S; ;20121231;
35901;1;20020701;20021108;MUNICIPALIDAD DE AVELLANEDA DEC.2145/02;S;S; ;20121231;
35901;1;20021118;20021128;MUNICIPALIDAD DE AVELLANEDA DEC.3721/02;S;S; ;20121231;
35901;1;20011101;20011214;MUNICIPALIDAD DE AVELLANEDA DEC.5955/01;S;S; ;20121231;
35901;1;20010806;20010814;MUNICIPALIDAD DE AVELLANEDA DEC.4547/01;S;S; ;20121231;
35901;1;20011216;20020116;MUNICIPALIDAD DE AVELLANEDA;S;S; ;20121231;
35901;1;20001023;20001103;MUNICIPALIDAD DE AVELLANEDA DEC.4504/00;S;S; ;20121231;
35901;1;20001120;20001207;MUNICIPALIDAD DE AVELLANEDA DEC.4592/00;S;S; ;20121231;
35901;1;20010601;20010626;MUNICIPALIDAD DE AVELLANEDA DEC.2697/01;S;S; ;20121231;
35901;1;20010629;20010706;MUNICIPALIDAD DE AVELLANEDA DEC.3697/01;S;S; ;20121231;
35901;1;20010711;20010730;MUNICIPALIDAD DE AVELLANEDA DEC.3697/01;S;S; ;20121231;
35911;1;19870727;19920810;MUNCIPALIDAD DE AVELLANEDA DEC.1147/87;S;S;19951231;19951231;
35911;1;19791108;19820301;MINIS.AGRICUL.Y GANADERIA DEC.1536/89;S;S;19951231;19951231;
35967;1;19990329;20010228;MUNICIPALIDAD DE AVELLANEDA DEC.204/00;S;S; ;20121231;
35967;1;19990101;19990228;MUNICIPALIDAD DE AVELLANEDA;S;S; ;20121231;
35967;1;19980616;19981231;MUNICIPALIDAD DE AVELLANEDA-DEC.2326/98;S;S; ;20121231;
35978;1;19790507;19940825;ENTEL-TELEFONICA ARGENTINA DEC.1198/00;S;S; ;19951231;
35988;1;19980801;19991031;MUNICIPALIDAD DE AVELLANEDA DEC.2458/98;S;S; ;20121231;
35988;2;19980801;19991031;MUNICIPALIDAD DE AVELLANEDA DEC. 2458/98;S;S; ;20121231;
35989;1;19980801;19991201;MUNICIPALIDAD DE AVELLANEDA;S;S; ;20121231;
36005;1;20030801;20031231;MUNICIPALIDAD DE AVELLANEDA;S;S; ;20121231;
36005;1;19980713;19990806;MUNICIPALIDAD DE AVELLANEDA DEC.2468/98;S;S; ;20121231;
36009;1;19980317;19991031;MUNICIPALIDAD DE AVELLANEDA DEC.2478/98;S;S; ;20121231;
36010;1;19980713;19991031;MUNICIPALIDAD DE AVELLANEDA DEC.2468/98;S;S; ;20121231;
36012;1;19980713;19991231;MUNICIPALIDAD DE AVELLANEDA DEC.2468/98;N;N; ;20121231;
36012;2;19980713;19991031;MUNICIPALIDAD DE AVELLANEDA DEC.2468/98;S;S; ;20121231;
36014;1;19640820;19911231;A.N.S.E.S.;S;S; ;20121231;
36015;1;19981216;19990116;MUNICIPALIDAD DE AVELLANEDA;S;S; ;20121231;
36015;1;19980826;19981214;MUNICIPALIDAD DE AVELLANEDA DEC.2770/98;S;S; ;20121231;
36015;1;19980803;19980807;MUNICIPALIDAD DE AVELLANEDA-DEC.2663/98;S;S; ;20121231;
36018;1;19971101;19971231;MUNICIPALIDAD DE AVELLANEDA DEC.2421/97;S;S; ;20121231;
36022;1;19980814;19981214;MUNICIPALIDAD DE AVELLANEDA-DEC.2701/98;S;S; ;20121231;
36022;1;19981216;19990116;MUNICIPALIDAD DE AVELLANEDA;S;S; ;20121231;
36025;1;19980807;19980821;MUNICIPALIDAD DE AVELLANEDA DEC.2837/98;S;S; ;20121231;
36025;1;20000417;20010228;MUNICIPALIDAD AVELLANEDA;S;S;20090720;20121231;
36025;1;19981130;19981205;MUNICIPALIDAD AVELLANEDA;S;S;20090720;20121231;
36025;1;19990319;20000229;MUNICIPALIDAD AVELLANEDA;S;S;20090720;20121231;
36025;1;20020708;20021231;MUNICIPALIDAD AVELLANEDA;S;S;20090720;20121231;
36025;1;20020404;20020626;MUNICIPALIDAD AVELLANEDA;S;S;20090720;20121231;
36025;1;20010625;20010720;MUNICIPALIDAD AVELLANEDA;S;S;20090720;20121231;
36025;1;20000308;20000403;MUNICIPALIDAD AVELLANEDA;S;S;20090720;20121231;
36025;1;20010314;20010510;MUNICIPALIDAD AVELLANEDA;S;S;20090720;20121231;
36025;1;20010905;20011122;MUNICIPALIDAD AVELLANEDA;S;S;20090720;20121231;
36025;1;20090302;20091215;MUNICIPALIDAD DE AVELLANEDA DEC.862.09;S;S;20130408;20130408;
36025;1;20030101;20090201;MUNICIPALIDAD DE AVELLANEDA DEC.3225/02;S;S;20130408;20130408;
36025;1;20120228;20121218;MUNICIPALIDAD DE AVELLANEDA DEC.863/12;S;S; ;20130408;
36025;1;20130225;20140228;MUNICIPALIDAD DE AVELLANEDA;S;S;20140805;20140805;
36025;1;20121219;20121231;MUNICIPALIDAD DE AVELLANEDA;S;S;20140805; ;
36025;1;20130101;20130224;MUNICIPALIDAD DE AVELLANEDA;S;S;20140805;20140805;
36026;1;19870902;19871215;MUNICIPALIDAD DE AVELLANEDA-DEC.2438/87;S;S; ;20121231;
36026;1;19910311;19910819;MUNICIPALIDAD DE AVELLANEDA-DEC.894/91;S;S; ;20121231;
36026;1;19871216;19880116;MUNICIPALIDAD DE AVELLANEDA;S;S; ;20121231;
36026;1;19880307;19881207;MUNICIPALIDAD DE AVELLANEDA-DEC.709/88;S;S; ;20121231;
36026;1;19881216;19890301;MUNICIPALIDAD DE AVELLANEDA;S;S; ;20121231;
36026;1;19891216;19900301;MUNICIPALIDAD DE AVELLANEDA;S;S; ;20121231;
36026;1;19890303;19891207;MUNICIPALIDAD DE AVELLANEDA-DEC.1020/89;S;S; ;20121231;
36026;1;19900924;19901215;MUNICIPALIDAD DE AVELLANEDA-DEC.2583/90;S;S; ;20121231;
36029;1;19980901;20000215;MUNICIPALIDAD DE AVELLANEDA-DEC.2743-98;S;S; ;20121231;
36029;2;19980901;20000215;MUNICIPALIDAD DE AVELLANEDA;S;S; ;20121231;
36045;1;19920101;19921130;MUNICIPALIDAD DE AVELLANEDA DEC. 29/92;S;S; ;19951231;
36047;2;20010901;20020430;MUNICIPALIDAD DE AVELLANEDA DEC. 4246/01;S;S; ;20121231;
36047;2;20010501;20010820;MUNICIPALIDAD DE AVELLANEDA DEC. 2300/01;S;S; ;20121231;
36047;2;19981001;19990701;MUNICIPALIDAD DE AVELLANEDA DEC. 3113/98;S;S; ;20121231;
36047;2;19990801;19991130;MUNICIPALIDAD DE AVELLANEDA DEC. 5185/99;S;S; ;20121231;
36047;1;19981001;19990701;MUNICIPALIDAD DE AVELLANEDA DEC.3113/98;S;S; ;20121231;
36047;1;19990801;19991130;MUNICIPALIDAD DE AVELLANEDA DEC.5185/99;S;S; ;20121231;
36047;1;20010901;20020430;MUNICIPALIDAD DE AVELLANEDA DEC.4246/01;S;S; ;20121231;
36047;1;20010501;20010820;MUNICIPALIDAD DE AVELLANEDA DEC.2300/01;S;S; ;20121231;
36048;1;19790801;19961130;MINIST.TRAB.SEGURIDAD SOCIAL-DEC.4945-00;S;S; ;20121231;
36052;1;20130101;20191210;MUNICIPALIDAD AVELLANEDA;S;S;20191211;20191211;
36052;1;19981001;20121231;MUNICIPALIDAD AVELLANEDA;S;S;20121231;20121231;
36065;2;19970301;19971001;MUNICIPALIDAD DE AVELLANEDA DEC.422/97;S;S; ;20121231;
36065;1;19970301;19971001;MUNICIPALIDAD DE AVELLANEDA DEC.422/97;S;S; ;20121231;
36069;2;19840906;19950401;MUNICIPALIDAD DE AVELLANEDA DEC. 1744/84;S;S; ;19951231;
36069;1;19840906;19950401;MUNICIPALIDAD DE AVELLANEDA DEC. 1744/84;S;S; ;19951231;
36074;1;19981109;19981113;MUNICIPALIDAD DE AVELLANEDA DEC.3835/98;S;S; ;20121231;
36075;1;19951018;19951031;DCION.GRAL.CUL.EDU.PVC.BS.AS.DEC.4415/03;S;S; ;20121231;
36075;1;20000306;20001216;DCION.GRAL.CUL.EDU.PVC.BS.AS.DEC.4415/03;S;S; ;20121231;
36075;1;20010514;20010521;DCION.GRAL.CUL.EDU.PVC.BS.AS.DEC.4415/03;S;S; ;20121231;
36075;1;19970310;19971212;DCION.GRAL.CUL.EDU.PVC.BS.AS.DEC.4415/03;S;S; ;20121231;
36075;1;20010813;20011109;DCION.GRAL.CUL.EDU.PVC.BS.AS.DEC.4415/03;S;S; ;20121231;
36075;1;20011127;20011227;DCION.GRAL.CUL.EDU.PVC.BS.AS.DEC.4415/03;S;S; ;20121231;
36075;1;19951002;19951006;DCION.GRAL.CUL.EDU.PVC.BS.AS.DEC.4415/03;S;S; ;20121231;
36075;1;19980323;19980825;DCION.GRAL.CUL.EDU.PVC.BS.AS.DEC.4415/03;S;S; ;20121231;
36075;1;20031216;20040301;MUNICIPALIDAD DE AVELLANEDA;S;S; ;20121231;
36075;1;20030404;20031212;MUNICIPALIDAD DE AVELLNEDA DEC. 2045/03;S;S; ;20121231;
36075;1;19981030;19981214;MUNICIPALIDA DE AVELLANEDA DEC.3835/98;S;S; ;20121231;
36076;1;20020301;20021213;MUNICIPALIDAD DE AVELLANEDA DEC. 1537/02;S;S; ;20121231;
36076;1;20021216;20030228;MUNICIPALIDAD DE AVELLANEDA;S;S; ;20121231;
36076;1;20010806;20010814;MUNICIPALIDAD DE AVELLANEDA DEC.4547/01;S;S; ;20121231;
36076;1;20011001;20011005;MUNICIPALIDAD DE AVELLANEDA DEC.5955/01;S;S; ;20121231;
36076;1;20030301;20040228;MUNICIPALIDAD DE AVELLANEDA DEC. 1427/03;S;S; ;20121231;
36076;1;20011015;20011026;DCION.GRAL.CUL.EDU.PVC.BS.AS.DEC.4561/03;S;S; ;20121231;
36076;1;20010626;20010705;DCION.GRAL.CUL.EDU.PVC.BS.AS.DEC.4561/03;S;S; ;20121231;
36076;1;20040301;20120213;MUNICIPALIDAD DE AVELLANEDA;S;S;20150326;20121231;
36076;1;19981126;19981214;MUNICIPALIDAD DE AVELLANEDA DEC.4589/98;S;S; ;20121231;
36076;1;19981030;19981106;MUNICIPALIDAD DE AVELLANEDA DEC.3835/98;S;S; ;20121231;
36076;1;19981109;19981118;MUNICIPALIDAD DE AVELLANEDA DEC.3835/98;S;S; ;20121231;
36094;1;19860509;19890511; MUNICIPALIDAD AVELLANEDA DEC.845/86;S;S;19951231;19951231;
36104;1;19990101;19990315;MUNICIPALIDAD DE AVELLANEDA DEC.4848/98;S;S; ;20121231;
36105;1;19990501;20121231;MUNICIPALIDAD AVELLANEDA;S;S;20121231;20121231;
36105;1;20130101;20191211;MUNICIPALIDAD AVELLANEDA;S;S;20191211;20191211;
36105;1;19990101;19990228;MUNICIPALIDAD DE AVELLANEDA-DEC.4848/98;S;S; ;20121231;
36106;2;19990101;19990228;MUNICIPALIDAD DE AVELLANEDA;S;S;20190821;20121231;
36106;2;19991206;20000309;MUNICIPALIDAD DE AVELLANEDA;S;S;20190821;20121231;
36106;1;19991206;20000309;MUNICIPALIDAD DE AVELLANEDA DEC.7266/99;S;S; ;20121231;
36106;1;19990101;19990228;MUNICIPALIDAD DE AVELLANEDA DEC.4848/98;S;S; ;20121231;
36107;1;20010101;20010331;MUNICIPALIDAD DE AVELLANEDA DEC.232/01;N;N; ;20121231;
36107;1;20020101;20020228;MUNICIPALIDAD DE AVELANEDA DEC.151/02;N;N; ;20121231;
36107;1;19991206;20000309;MUNICIPALIDAD DE AVELLANEDA DEC.7266/99;N;N; ;20121231;
36107;1;19990101;19990228;MUNICIPALIDAD DE AVELLANEDA DEC.4848/98;N;N; ;20121231;
36110;1;19990101;19990228;MUNICIPALIDAD DE AVELLANEDA DEC.4848/98;S;S; ;20121231;
36112;1;19990101;19990228;MUNICIPALIDAD DE AVELLANEDA DEC.4848/98;S;S; ;20121231;
36112;1;19930101;19940131;MUNICIPALIDAD DE AVELLANEDA DEC.94/93;S;S; ;19951231;
36120;1;19990201;19991217;MUNICIPALIDAD DE AVELLANEDA-DEC.751/99;N;N; ;20121231;
36127;1;19990201;20000215;MUNICIPALIDAD DE AVELLANEDA DEC.903/99;S;S; ;20121231;
36133;1;19990301;19991231;MUNICIPALIDAD DE AVELLANEDA DEC.1044/99;N;N; ;20121231;
36135;1;19990201;19990331;MUNICIPALIDAD DE AVELLANEDA-DEC.939/99;N;N; ;20121231;
36138;1;20070926;20071006;MUNICIPALIDAD DE AVELLANEDA;S;S;20190910;20121231;
36138;1;20071008;20071011;MUNICIPALIDAD DE AVELLANEDA;S;S;20190910;20121231;
36138;1;20050808;20050815;MUNICIPALIDAD DE AVELLANEDA DEC. 2983/05;S;S; ;20121231;
36138;1;20030101;20030228;MUNICIPALIDAD DE AVELLANEDA;S;S; ;20121231;
36138;1;20050801;20050804;MUNICIPALIDAD DE AVELLANEDA DEC. 2727/05;S;S; ;20121231;
36138;1;19990215;20000228;MUNICIPALIDAD DE AVELLANEDA DEC. 1500/99;S;S; ;20121231;
36138;1;20020101;20021231;MUNICIPALIDAD DE AVELLANEDA DEC. 21/02;S;S; ;20121231;
36138;1;20010301;20011231;MUNICIPALIDAD DE AVELLANEDA DEC. 1749/01;S;S; ;20121231;
36138;1;20051122;20051128;MUNICIPALIDAD DE AVELLANEDA DEC. 4559/05;S;S; ;20121231;
36138;1;20060301;20061215;MUNICIPALIDAD DE AVELLANEDA DEC. 753/06;S;S; ;20121231;
36138;1;20061216;20070301;MUNICIPALIDAD DE AVELLANEDA;S;S; ;20121231;
36146;1;19971009;19971021;ESCUELA N°45-LANUS-DEC.6266/99;S;S; ;20121231;
36146;1;19971124;19971129;ESCUELA N°46-LANUS-DEC.6266/99;S;S; ;20121231;
36146;1;19970915;19970919;ESCUELA N°53-LANUS-DEC.6266/99;S;S; ;20121231;
36146;1;19980423;19980503;ESCUELA N°64-LANUS-DEC.6266/99;S;S; ;20121231;
36146;1;19980504;19981218;ESC.REC.LA ASUNCION-LANUS-DEC.6266/99;S;S; ;20121231;
36146;1;19971023;19971121;ESCUELA N°55-LANUS-DEC.6266/99;S;S; ;20121231;
36149;1;19990301;20020301;MUNICIPALIDAD DE AVELLANEDA DEC.11/99;S;S; ;20121231;
36150;1;19800701;19830301;COL.MOD."J.F.KENNEDY"-WILDE-DEC.2537/00;S;S; ;20121231;
36150;1;19990301;19991031;MUNICIPALIDAD DE AVELLANEDA DEC. 2076/99;N;N; ;20121231;
36150;1;19830307;19910829;COL.MOD."J.F.KENNEDY"-WILDE-DEC.2537/00;S;S; ;20121231;
36150;1;19670301;19800309;COL.MOD."J.F.KENNEDY"-WILDE-DEC.2537/00;S;S; ;20121231;
36150;1;19800310;19800630;COL.MOD."J.F.KENNEDY"-WILDE-DEC.2537/00;S;S; ;20121231;
36157;1;19991216;20000301;MUNICIPALIDAD DE AVELLANEDA;S;S; ;20121231;
36157;1;19990310;19991210;MUNICIPALIDAD DE AVELLANEDA DEC.2275/99;S;S; ;20121231;
36157;1;19960701;19961212;J.INF.N° 945-QUILMES-DEC.4361/99;S;S; ;20121231;
36157;1;19970301;19971212;J.INFANTES N° 924-QUILMES-DEC.4361/99;S;S; ;20121231;
36157;1;19980301;19990309;J.INFANTES N°924-QUILMES-DEC.4361/99;S;S; ;20121231;
36157;1;19960603;19960607;J.INF.N°927-BERAZATEGUI-DEC.4361/99;S;S; ;20121231;
36157;1;19960611;19960629;J.INF.N°903-BERAZATEGUI-DEC.4361/99;S;S; ;20121231;
36157;1;20000424;20000428;MUNICIPALIDAD DE AVELLANEDA DEC.1557/00;S;S; ;20121231;
36157;1;20000818;20001207;MUNICIPALIDAD DE AVELLANEDA DEC.4504/00;S;S; ;20121231;
36157;1;20000804;20000817;MUNICIPALIDAD DE AVELLANEDA DEC.3196/00;S;S; ;20121231;
36157;1;20001216;20010116;MUNICIPALIDAD DE AVELLANEDA RECESO ESC.;S;S; ;20121231;
36157;1;19930308;19960330;JARDIN DARRAGUEIRA QUILMES-DEC.3702/99;S;S; ;20121231;
36157;1;19921022;19921204;JARDIN DARRAGUEIRA-QUILMES-DEC.3702/99;S;S; ;20121231;
36157;1;20030303;20031212;MUNICIPALIDAD DE AVELLANEDA DEC. 1583/03;S;S; ;20121231;
36157;1;20031216;20040301;MUNICIPALIDAD DE AVELLANEDA;S;S; ;20121231;
36157;1;20010418;20010507;MUNICIPALIDAD DE AVELLANEDA DEC. 3443/01;S;S; ;20121231;
36157;1;20010702;20011214;MUNICIPALIDAD DE AVELLANEDA DEC. 3697/01;S;S; ;20121231;
36157;1;20011216;20020216;MUNICIPALIDAD DE AVELLANEDA;S;S; ;20121231;
36157;1;20021216;20030301;MUNICIPALIDAD DE AVELLANEDA;S;S; ;20121231;
36157;1;20020301;20021213;MUNICIPALIDAD DE AVELLANEDA DEC.1537/02;S;S; ;20121231;
36157;1;20040308;20041210;MUNICIPALIDAD DE AVELLANEDA DEC. 641/04;S;S; ;20121231;
36157;1;20041216;20050228;MUNICIPALIDAD DE AVELLANEDA;S;S; ;20121231;
36157;1;20050301;20060228;MUNICIPALIDAD DE AVELLANEDA DEC.;S;S; ;20121231;
36157;1;20060306;20061215;MUNICIPALIDAD AVELLANEDA;S;S;20100609;20121231;
36158;1;19890703;19920501;J.INF.REP.ARGENTINA-QUILMES-DEC.3355/99;S;S; ;20121231;
36158;1;19920526;19990210;I.STO.TOMAS AQUINO-SAN LUIS-DEC.3355/99;S;S; ;20121231;
