
 migrando datos... 

 INICIANDO EL PROCESO. PROCESANDO...
------------------------------;Legajo;Cargo;FechaCategoria;IdCategoria
NO se encontro empleado legajo;901875;1;2023-02-01;156
NO se encontro empleado legajo;901875;1;2023-02-01;226
NO se encontro empleado legajo;901875;1;2023-02-01;4402
NO se encontro empleado legajo;901880;1;2023-02-01;156
NO se encontro empleado legajo;901880;1;2023-02-01;226
NO se encontro empleado legajo;901880;1;2023-02-01;4402
NO se encontro empleado legajo;901883;1;2023-02-01;156
NO se encontro empleado legajo;901883;1;2023-02-01;226
NO se encontro empleado legajo;901883;1;2023-02-01;4402
NO se encontro empleado legajo;901897;1;2023-02-01;156
NO se encontro empleado legajo;901897;1;2023-02-01;226
NO se encontro empleado legajo;901897;1;2023-02-01;4402
NO se encontro empleado legajo;901898;1;2023-02-01;156
NO se encontro empleado legajo;901898;1;2023-02-01;226
NO se encontro empleado legajo;901898;1;2023-02-01;4402
NO se encontro empleado legajo;901899;1;2003-02-01;156
NO se encontro empleado legajo;901899;1;2003-02-01;197
NO se encontro empleado legajo;901899;1;2003-02-01;226
NO se encontro empleado legajo;901899;1;2003-02-01;4402
NO se encontro empleado legajo;901915;1;2023-02-01;156
NO se encontro empleado legajo;901915;1;2023-02-01;226
NO se encontro empleado legajo;901915;1;2023-02-01;4402
NO se encontro empleado legajo;901916;1;2023-02-01;156
NO se encontro empleado legajo;901916;1;2023-02-01;226
NO se encontro empleado legajo;901916;1;2023-02-01;4402
NO se encontro empleado legajo;901925;1;2023-02-01;156
NO se encontro empleado legajo;901925;1;2023-02-01;226
NO se encontro empleado legajo;901925;1;2023-02-01;4402
NO se encontro empleado legajo;901926;1;2023-02-01;156
NO se encontro empleado legajo;901926;1;2023-02-01;226
NO se encontro empleado legajo;901926;1;2023-02-01;4402
NO se encontro empleado legajo;901943;1;2003-03-01;156
NO se encontro empleado legajo;901943;1;2003-03-01;226
NO se encontro empleado legajo;901964;1;2023-03-01;156
NO se encontro empleado legajo;901964;1;2023-03-01;197
NO se encontro empleado legajo;901964;1;2023-03-01;226
NO se encontro empleado legajo;901973;1;2023-03-01;156
NO se encontro empleado legajo;901973;1;2023-03-01;197
NO se encontro empleado legajo;901973;1;2023-03-01;226
NO se encontro empleado legajo;901977;1;2023-03-01;156
NO se encontro empleado legajo;901977;1;2023-03-01;197
NO se encontro empleado legajo;901977;1;2023-03-01;226
NO se encontro empleado legajo;901983;1;2023-03-01;156
NO se encontro empleado legajo;901983;1;2023-03-01;226
NO se encontro empleado legajo;901986;1;2023-03-01;156
NO se encontro empleado legajo;901986;1;2023-03-01;226
NO se encontro empleado legajo;901988;1;2023-03-01;156
NO se encontro empleado legajo;901988;1;2023-03-01;226
NO se encontro empleado legajo;901991;1;2023-03-01;156
NO se encontro empleado legajo;901991;1;2023-03-01;226
NO se encontro empleado legajo;901992;1;2023-03-01;156
NO se encontro empleado legajo;901992;1;2023-03-01;226
NO se encontro empleado legajo;901993;1;2023-03-01;156
NO se encontro empleado legajo;901993;1;2023-03-01;226
NO se encontro empleado legajo;901994;1;2023-03-01;156
NO se encontro empleado legajo;901994;1;2023-03-01;226
NO se encontro empleado legajo;901995;1;2023-03-01;156
NO se encontro empleado legajo;901995;1;2023-03-01;226
NO se encontro empleado legajo;901996;1;2023-03-01;156
NO se encontro empleado legajo;901996;1;2023-03-01;226
NO se encontro empleado legajo;901997;1;2023-03-01;156
NO se encontro empleado legajo;901997;1;2023-03-01;226
NO se encontro empleado legajo;901998;1;2023-03-01;156
NO se encontro empleado legajo;901998;1;2023-03-01;226
NO se encontro empleado legajo;901999;1;2023-03-01;156
NO se encontro empleado legajo;901999;1;2023-03-01;226
NO se encontro empleado legajo;902000;1;2023-03-01;156
NO se encontro empleado legajo;902000;1;2023-03-01;226
NO se encontro empleado legajo;902001;1;2023-03-01;156
NO se encontro empleado legajo;902001;1;2023-03-01;226
NO se encontro empleado legajo;902002;1;2023-03-01;156
NO se encontro empleado legajo;902002;1;2023-03-01;226
NO se encontro empleado legajo;902003;1;2023-03-01;156
NO se encontro empleado legajo;902003;1;2023-03-01;226
NO se encontro empleado legajo;902004;1;2023-03-01;156
NO se encontro empleado legajo;902004;1;2023-03-01;226
NO se encontro empleado legajo;902005;1;2023-03-01;156
NO se encontro empleado legajo;902005;1;2023-03-01;226
NO se encontro empleado legajo;902006;1;2023-03-01;156
NO se encontro empleado legajo;902006;1;2023-03-01;226
NO se encontro empleado legajo;902007;1;2023-03-01;156
NO se encontro empleado legajo;902007;1;2023-03-01;226
NO se encontro empleado legajo;902008;1;2023-03-01;156
NO se encontro empleado legajo;902008;1;2023-03-01;226
NO se encontro empleado legajo;902009;1;2023-03-01;156
NO se encontro empleado legajo;902009;1;2023-03-01;226
NO se encontro empleado legajo;902010;1;2023-03-01;156
NO se encontro empleado legajo;902010;1;2023-03-01;226
NO se encontro empleado legajo;902011;1;2023-03-01;156
NO se encontro empleado legajo;902011;1;2023-03-01;226
NO se encontro empleado legajo;902012;1;2023-04-01;156
NO se encontro empleado legajo;902012;1;2023-04-01;197
NO se encontro empleado legajo;902012;1;2023-04-01;226
NO se encontro empleado legajo;902015;1;2023-04-01;156
NO se encontro empleado legajo;902015;1;2023-04-01;197
NO se encontro empleado legajo;902015;1;2023-04-01;226
NO se encontro empleado legajo;902018;1;2023-04-01;156
NO se encontro empleado legajo;902018;1;2023-04-01;226
NO se encontro empleado legajo;902021;1;2023-04-01;156
NO se encontro empleado legajo;902021;1;2023-04-01;197
NO se encontro empleado legajo;902021;1;2023-04-01;226
NO se encontro empleado legajo;902027;1;2023-04-01;156
NO se encontro empleado legajo;902027;1;2023-04-01;197
NO se encontro empleado legajo;902027;1;2023-04-01;226
NO se encontro empleado legajo;902029;1;2023-04-01;156
NO se encontro empleado legajo;902029;1;2023-04-01;197
NO se encontro empleado legajo;902029;1;2023-04-01;226
NO se encontro empleado legajo;902045;1;2023-04-01;156
NO se encontro empleado legajo;902045;1;2023-04-01;197
NO se encontro empleado legajo;902045;1;2023-04-01;226
NO se encontro empleado legajo;902074;1;2023-04-01;156
NO se encontro empleado legajo;902074;1;2023-04-01;197
NO se encontro empleado legajo;902074;1;2023-04-01;226
NO se encontro empleado legajo;902097;1;2023-04-01;156
NO se encontro empleado legajo;902097;1;2023-04-01;197
NO se encontro empleado legajo;902097;1;2023-04-01;226
NO se encontro empleado legajo;902098;1;2023-04-01;156
NO se encontro empleado legajo;902098;1;2023-04-01;197
NO se encontro empleado legajo;902098;1;2023-04-01;226
NO se encontro empleado legajo;902099;1;2023-04-01;156
NO se encontro empleado legajo;902099;1;2023-04-01;197
NO se encontro empleado legajo;902099;1;2023-04-01;226
NO se encontro empleado legajo;902100;1;2023-04-01;156
NO se encontro empleado legajo;902100;1;2023-04-01;197
NO se encontro empleado legajo;902100;1;2023-04-01;226
NO se encontro empleado legajo;902101;1;2023-04-01;156
NO se encontro empleado legajo;902101;1;2023-04-01;197
NO se encontro empleado legajo;902101;1;2023-04-01;226
NO se encontro empleado legajo;902102;1;2023-04-01;156
NO se encontro empleado legajo;902102;1;2023-04-01;197
NO se encontro empleado legajo;902102;1;2023-04-01;226
NO se encontro empleado legajo;902103;1;2023-04-01;156
NO se encontro empleado legajo;902103;1;2023-04-01;197
NO se encontro empleado legajo;902103;1;2023-04-01;226
NO se encontro empleado legajo;902104;1;2023-04-01;156
NO se encontro empleado legajo;902104;1;2023-04-01;226
NO se encontro empleado legajo;902106;1;2023-04-01;156
NO se encontro empleado legajo;902106;1;2023-04-01;226
NO se encontro empleado legajo;902107;1;2023-04-01;156
NO se encontro empleado legajo;902107;1;2023-04-01;226
NO se encontro empleado legajo;902108;1;2023-04-01;156
NO se encontro empleado legajo;902108;1;2023-04-01;226
NO se encontro empleado legajo;902109;1;2023-04-01;156
NO se encontro empleado legajo;902109;1;2023-04-01;226
NO se encontro empleado legajo;902110;1;2023-04-01;156
NO se encontro empleado legajo;902110;1;2023-04-01;226
NO se encontro empleado legajo;902112;1;2023-04-01;156
NO se encontro empleado legajo;902112;1;2023-04-01;197
NO se encontro empleado legajo;902112;1;2023-04-01;226
NO se encontro empleado legajo;902113;1;2023-04-01;156
NO se encontro empleado legajo;902113;1;2023-04-01;197
NO se encontro empleado legajo;902113;1;2023-04-01;226
NO se encontro empleado legajo;902114;1;2023-04-01;156
NO se encontro empleado legajo;902114;1;2023-04-01;197
NO se encontro empleado legajo;902114;1;2023-04-01;226
NO se encontro empleado legajo;902122;1;2023-04-01;156
NO se encontro empleado legajo;902122;1;2023-04-01;226
NO se encontro empleado legajo;902123;1;2023-04-01;156
NO se encontro empleado legajo;902123;1;2023-04-01;226
NO se encontro empleado legajo;902160;1;2023-05-15;156
NO se encontro empleado legajo;902160;1;2023-05-15;189
NO se encontro empleado legajo;902160;1;2023-05-15;226
NO se encontro empleado legajo;902163;1;2023-05-01;156
NO se encontro empleado legajo;902163;1;2023-05-01;189
NO se encontro empleado legajo;902163;1;2023-05-01;226
NO se encontro empleado legajo;902166;1;2023-05-01;156
NO se encontro empleado legajo;902166;1;2023-05-01;189
NO se encontro empleado legajo;902166;1;2023-05-01;226
NO se encontro empleado legajo;902167;1;2023-05-01;156
NO se encontro empleado legajo;902167;1;2023-05-01;189
NO se encontro empleado legajo;902167;1;2023-05-01;226
NO se encontro empleado legajo;902169;1;2023-05-01;156
NO se encontro empleado legajo;902169;1;2023-05-01;189
NO se encontro empleado legajo;902169;1;2023-05-01;226
NO se encontro empleado legajo;902170;1;2023-05-01;156
NO se encontro empleado legajo;902170;1;2023-05-01;226
NO se encontro empleado legajo;902173;1;2023-05-01;156
NO se encontro empleado legajo;902173;1;2023-05-01;226
NO se encontro empleado legajo;902183;1;2023-06-01;156
NO se encontro empleado legajo;902183;1;2023-06-01;189
NO se encontro empleado legajo;902183;1;2023-06-01;226
NO se encontro empleado legajo;902205;1;2023-06-01;156
NO se encontro empleado legajo;902205;1;2023-06-01;189
NO se encontro empleado legajo;902205;1;2023-06-01;226
NO se encontro empleado legajo;902209;1;2023-06-01;156
NO se encontro empleado legajo;902209;1;2023-06-01;189
NO se encontro empleado legajo;902209;1;2023-06-01;226
NO se encontro empleado legajo;902210;1;2023-06-01;156
NO se encontro empleado legajo;902210;1;2023-06-01;189
NO se encontro empleado legajo;902210;1;2023-06-01;226
NO se encontro empleado legajo;902211;1;2023-06-01;156
NO se encontro empleado legajo;902211;1;2023-06-01;189
NO se encontro empleado legajo;902211;1;2023-06-01;226
NO se encontro empleado legajo;902215;1;2023-06-01;156
NO se encontro empleado legajo;902215;1;2023-06-01;189
NO se encontro empleado legajo;902215;1;2023-06-01;226
NO se encontro empleado legajo;902222;1;2023-07-01;156
NO se encontro empleado legajo;902222;1;2023-07-01;226
NO se encontro empleado legajo;902223;1;2023-07-01;156
NO se encontro empleado legajo;902223;1;2023-07-01;226
NO se encontro empleado legajo;902232;1;2023-07-01;156
NO se encontro empleado legajo;902232;1;2023-07-01;226
NO se encontro empleado legajo;902233;1;2023-07-01;156
NO se encontro empleado legajo;902233;1;2023-07-01;226
NO se encontro empleado legajo;902243;1;2023-07-01;156
NO se encontro empleado legajo;902243;1;2023-07-01;226
NO se encontro empleado legajo;902244;1;2023-07-01;156
NO se encontro empleado legajo;902244;1;2023-07-01;226
NO se encontro empleado legajo;902245;1;2023-07-01;156
NO se encontro empleado legajo;902245;1;2023-07-01;226
NO se encontro empleado legajo;902256;1;2023-07-01;156
NO se encontro empleado legajo;902256;1;2023-07-01;226
NO se encontro empleado legajo;902259;1;2023-07-01;156
NO se encontro empleado legajo;902259;1;2023-07-01;226
NO se encontro empleado legajo;902262;1;2023-07-01;156
NO se encontro empleado legajo;902262;1;2023-07-01;226
NO se encontro empleado legajo;902265;1;2023-07-01;156
NO se encontro empleado legajo;902265;1;2023-07-01;226
NO se encontro empleado legajo;902267;1;2003-07-01;226
NO se encontro empleado legajo;902327;1;2023-08-01;156
NO se encontro empleado legajo;902338;1;1997-03-29;156
NO se encontro empleado legajo;902341;1;2023-08-01;156
NO se encontro empleado legajo;902342;1;2023-08-01;156
NO se encontro empleado legajo;902343;1;2023-08-01;156
NO se encontro empleado legajo;902352;1;2003-08-01;156
NO se encontro empleado legajo;902355;1;2003-08-01;156
NO se encontro empleado legajo;902358;1;2023-08-01;156


 Time elapsed: 0:00:01 seconds. 

*** FIN ***
